Filename,Doi,Abstract,Materials
A. L. Rakhmanov  - 2008 - Quantum metamaterials Electromagnetic waves in a Josephson qubit line.txt,[https://doi.org/10.1002/pssb.200881568],"[This article investigates the propagation of electromagnetic waves through a transmission line formed by superconducting charge qubits inside a resonator, demonstrating quantum metamaterial effects such as a ""breathing"" photonic crystal with an oscillating bandgap controlled by the quantum coherent state of the qubits.]","[W,Si,Au]"
"A. M. Gilbertson  - 2015 - Multifunctional semiconductor micro-Hall devices for magnetic, electric, and photo-detection.txt",[https://doi.org/10.1063/1.4936932],"[This article demonstrates the multifunctional sensing capabilities of InSb/AlInSb micro-Hall devices, achieving magnetic sensitivity of 500 nT/√Hz, photo-sensitivity comparable to commercial photodetectors, and sub-1e charge resolution at room temperature, enabling versatile imaging and sensing applications.]","[InSb,AlInSb,GaAs,Cr,Au,Co,PtIr]"
A. Mank  - 2007 - Detection of Recording Marks on Digital Versatile Discs and Blu-ray Discs using Conductive Atomic Fo.txt,[https://doi.org/10.1088/0957-4484/19/27/275101],"[This article demonstrates that nanostructured fluorocarbon coatings on polyethylene terephthalate (PET) substrates enhance endothelial cell adhesion, spreading, and growth, with PET-tfl90 showing the best performance for forming confluent monolayers, improving vascular graft compatibility.]","[PET,Si,Au]"
A. Mendoza‐Galván  - 2000 - Drude-like behavior of GeSbTe alloys in the infrared.txt,[https://doi.org/10.1063/1.371971],"[This article investigates the optical properties of Ge:Sb:Te thin films in amorphous, fcc, and hexagonal phases, analyzing their transmittance spectra using the Drude model to determine electrical conductivity and optical constants, with implications for phase-change optical recording applications.]","[Ge,Sb,Te,Si]"
A. N. Chakravarti  - 1974 - Generalized Einstein relation for degenerate semiconductors having non-parabolic energy bands.txt,[https://doi.org/10.1080/00207217408900521],"[This article derives a generalized Einstein relation for the diffusivity-mobility ratio of electrons in degenerate semiconductors with non-parabolic energy bands, extending the conventional relation to account for impurity concentration and band non-parabolicity.]",[]
A. N. Lagarkov  - 1997 - Resonance Properties of Bi-Helix Media at Microwaves.txt,[https://doi.org/10.1080/02726349708908530],"[This article studies a novel bi-helix inclusion shape for artificial magnetic composites, demonstrating enhanced electromagnetic properties such as larger magnetic moments and distinct resonance frequencies for permeability and permittivity compared to conventional inclusions.]",[PVC]
A. Otto  - 1968 - Excitation of nonradiative surface plasma waves in silver by the method of frustrated total reflecti.txt,[https://doi.org/10.1007/BF01333188],"[This article demonstrates the excitation of nonradiative surface plasma waves (SPW) in silver using the frustrated total reflection method, achieving resonance absorption of over 99% of incident TH-light for certain spacerlayer thicknesses, with experimental results aligning closely with theoretical predictions.]","[Ag,SiO2]"
A. Petrusis  - 2009 - The align-and-shine technique for series production of photolithography patterns on optical fibres.txt,[https://doi.org/10.1088/0960-1317/19/4/047001],"[This article presents an align-and-shine photolithography technique for fabricating arbitrary patterns on optical fiber facets, utilizing a mask fiber and UV exposure to transfer patterns to photoresist-coated target fibers, achieving a resolution of around 2 μm and demonstrating potential for series production.]","[Ag,Si]"
A. Pirovano  - 2003 - Scaling analysis of phase-change memory technology.txt,[https://doi.org/10.1109/IEDM.2003.1269446],"[This article investigates the scaling capabilities of Phase-Change Memory (PCM) technology, demonstrating that reset current scales linearly with reduced contact area (down to 50 μA) and thermal cross-talk does not limit scaling to the 65 nm node, supported by experimental and numerical results.]","[GST,Ge,Te]"
A. Pirovano  - 2004 - Electronic switching in phase-change memories.txt,[10.1109/TED.2003.823243],"[This article investigates electronic switching in chalcogenide-based phase-change memory devices, proposing a bandgap model and physical switching mechanism, with numerical simulations quantitatively describing the current-voltage characteristics of Ge?Sb?Te? resistors, validated by experimental data.]","[Ge,Sb,Te]"
A. Redaelli  - 2008 - Threshold switching and phase transition numerical models for phase change memory simulations.txt,[https://doi.org/10.1063/1.2931951],"[This article reviews the physics of chalcogenide glasses, focusing on the Ge2Sb2Te5 (GST) compound, and discusses threshold switching (OTS) and memory switching (OMS) mechanisms. It presents a numerical model coupling electrothermal effects with phase change dynamics to simulate phase change memory (PCM) device behavior, achieving good agreement with experimental data.]","[Ge2Sb2Te5, TiN, Si, SiO2]"
A. Reza  - 2008 - Can light be stopped in realistic metamaterials.txt,[https://doi.org/10.1038/nature07359],"[This article revisits the proposal of stopping light in metamaterial waveguides, showing that even minimal material loss prevents zero group velocity and results in impractical propagation losses, making ""trapped rainbow"" light storage impossible in realistic conditions.]","[Au,Si]"
A. Royer  - 2017 - Comparison of commonly-used microwave radiative transfer models for snow remote sensing.txt,[https://doi.org/10.1016/j.rse.2016.12.020],"[This paper compares four microwave radiative transfer models (DMRT-ML, DMRT-QMS, HUT-nlayers, and MEMLS) for simulating snow brightness temperature (T<sub>B</sub>), using measured snow properties. Results show that MEMLS driven by specific surface area (SSA) measurements performs best, with a mean RMSE of 16–26 K at 19 and 37 GHz, highlighting SSA as the most relevant snow microstructure parameter.]","[SSA,DMRT-ML,DMRT-QMS,HUT-nlayers,MEMLS]"
A. S. Barker  - 1966 - Infrared Optical Properties of Vanadium Dioxide Above and Below the Transition Temperature.txt,[https://doi.org/10.1103/PhysRevLett.17.1286],"[This article investigates the infrared optical properties of vanadium dioxide (VO?) above and below its transition temperature, revealing metallic behavior above the transition and semiconducting behavior below, with detailed reflectivity and transmission spectra analysis.]",[VO2]
A. Shah  - 2004 - Thin‐film silicon solar cell technology.txt,[Not provided in the text],"[This article discusses the fabrication and performance of thin-film silicon solar cells, highlighting their cost and energy payback advantages over wafer-based crystalline silicon cells, and compares the use of hydrogenated amorphous silicon (a-Si:H) and microcrystalline silicon (mc-Si:H) in photovoltaic applications.]","[Si, a-Si:H, mc-Si:H, SnO2:F, ZnO, Al, Ag, ITO, PET, polyimide, stainless steel]"
A. Sommerfeld and A. Sommerfeld - 1899 - Ueber die Fortpflanzung elektrodynamischer Wellen l?ngs eines Drahtes.txt,[https://doi.org/10.1002/andp.18993050102],"[This article investigates the propagation of electromagnetic waves along a wire, deriving exact mathematical solutions based on Maxwell's equations. It shows that under normal experimental conditions, the wave propagates nearly at the speed of light with minimal damping, but significant deviations occur for very thin wires or poor conductors.]","[Cu,Pt]"
A. V. Baryshev  - 2016 - Tunable plasmonic thin magneto-optical wave plate.txt,[0740-3224/16/071399-07],"[This article demonstrates a plasmonic magneto-optical structure using gold-garnet composites, achieving enhanced polarization rotation and transmission modulation through localized surface plasmon resonances, with potential applications in tunable wave plates and light helicity control.]","[Au,Bi:YIG,quartz]"
A. V. Kolobov  - 2009 - Liquid Ge2Sb2Te5 studied by extended x-ray absorption.txt,[https://doi.org/10.1063/1.3272680],"[This article investigates the local structure of liquid Ge?Sb?Te? using x-ray absorption spectroscopy, revealing its similarity to the amorphous phase and covalent bonding of Ge atoms, suggesting a semiconducting nature of the melt.]","[Ge?Sb?Te?,BN]"
A. W. Denier van der Gon  - 1993 - Low energy electron microscopy studies of Ge and Ag growth on Si(111).txt,[https://doi.org/10.1016/0039-6028(93)90001-4],"[This article demonstrates the use of low energy electron microscopy (LEEM) to study in real time the growth of Ge and Ag films on Si(111) surfaces, showing how nucleation, island formation, and film morphology are influenced by Sb termination, leading to smoother and more uniform coverage.]","[Ge,Ag,Si,Sb]"
A. Y. Polyakov  - 2012 - Collective behavior of impedance matched plasmonic nanocavities..txt,[https://doi.org/10.1364/OE.20.007685],"[This article presents a surface impedance model to explain and design subwavelength metallic gratings for omni-directional and complete light absorption, validated by FDTD simulations for gold and copper structures.]","[Au,Cu]"
A. Y. Polyakov  - 2012 - Plasmon resonance tuning in metallic nanocavities.txt,[https://doi.org/10.1038/srep00933],"[This article demonstrates a method for precise tuning of plasmon resonance wavelengths in metallic nanocavities using atomic layer deposition (ALD) of alumina, achieving reversible shifts from 720 nm to 860 nm, with applications in light filtering, biosensing, and nonlinear optics.]","[Au,Al2O3]"
A.C.K. Mak  - 2007 - Reconfigurable Multiband Antenna Designs for Wireless Communication Devices.txt,[https://doi.org/10.1109/TAP.2007.895634],"[This article introduces compact reconfigurable antenna designs for mobile communication devices, enabling electronic selection of different frequency bands (GSM, DCS, PCS, UMTS, Bluetooth, and wireless LAN) through switched-feed or switched-ground techniques, achieving volume reuse and compact size while maintaining good performance.]","[PIN,GaAs,MEMS]"
A.K. Pandey  - 2018 - Novel approaches and recent developments on potential applications of phase change materials in sola.txt,[http://dx.doi.org/10.1016/j.rser.2017.09.043],"[This article reviews recent advances in phase change materials (PCMs) for solar energy applications, covering their use in solar thermal power plants, solar air/water heaters, solar cookers, building heating/cooling, and photovoltaics. It highlights PCMs' ability to store thermal energy efficiently, bridge energy demand-supply gaps, and enhance system performance, though economic and environmental constraints limit commercial viability.]","[NaNO3,KNO3,Li2CO3,Na2CO3,K2CO3,Al,MgCl2·6H2O,Paraffin,RT25,GR40,RT27,RT21]"
Aapo Varpula  - 2021 - Nano-thermoelectric infrared bolometers.txt,[https://doi.org/10.1063/5.0040534],"[This article demonstrates uncooled infrared bolometer technology using nano-thermoelectric transduction and nanomembrane photonic absorbers, achieving fast response times (66μs–3600μs) and high sensitivity (179–2930 V/W responsivity) for long-wavelength IR detection, compatible with large-scale CMOS fabrication.]","[Si,TiW,TiN,Al2O3,SiN]"
